post_4,arsenal,astonvilla,chelsea,everton,fulham,liverpool,manchestercity,manchesterunited,newcastleunited,norwichcity,queensparkrangers,random,reading,southampton,stokecity,sunderland,swanseacity,tottenhamhotspur,westbromwichalbion,westhamunited,wiganathletic
OX49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
OX5,1,1,1,7,0,4,5,3,0,0,3,39,0,0,0,0,0,4,1,3,0
OX7,2,0,2,0,1,2,3,2,0,2,2,21,1,0,0,0,0,2,1,1,0
OX9,0,2,5,3,1,2,2,2,0,0,1,20,0,0,0,0,0,1,2,3,0
PA1,1,1,0,3,0,2,4,3,0,0,0,30,0,1,0,0,0,3,1,0,0
PA10,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA11,0,0,1,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0
PA12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PA13,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0
PA14,0,0,1,1,0,1,2,1,0,1,0,15,0,0,0,0,0,0,0,0,0
PA15,2,0,0,5,0,0,1,0,1,0,0,29,0,0,0,0,0,0,0,0,0
PA16,3,0,1,4,0,1,6,0,1,0,2,36,0,0,0,0,0,4,1,3,0
PA17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PA18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PA19,0,1,0,1,0,0,3,0,0,0,1,9,0,0,0,0,0,0,0,0,0
PA2,1,0,2,1,0,1,7,1,0,0,1,28,1,1,0,0,0,2,1,6,0
PA20,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PA21,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
PA22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA23,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0
PA24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA28,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0
PA29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3,1,0,2,1,0,1,5,2,1,2,2,55,0,0,0,0,0,4,1,0,1
PA30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PA31,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0
PA32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA34,0,0,0,2,0,0,1,1,0,0,0,12,0,0,0,0,0,0,0,0,0
PA35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PA37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4,3,0,3,1,0,6,6,0,1,0,0,31,0,0,0,0,0,1,2,1,0
PA41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA43,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
PA44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA5,0,0,0,0,0,0,3,0,0,0,0,14,0,0,0,0,0,2,0,0,0
PA6,0,0,0,2,0,0,1,2,0,0,0,10,0,0,0,0,0,2,0,0,0
PA60,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA7,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
PA70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PA73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA75,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
PA76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA8,1,0,1,3,0,1,2,2,1,0,0,23,0,0,0,0,0,0,0,0,0
PA9,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PE1,1,1,3,6,0,4,9,5,2,0,4,45,0,0,0,0,0,2,2,2,0
PE10,2,1,2,2,0,3,2,3,1,0,1,17,0,1,0,0,0,1,1,3,0
PE11,1,0,4,2,0,3,0,3,1,0,0,22,0,0,0,0,0,2,1,3,0
PE12,2,0,0,2,0,0,3,4,0,1,0,32,0,0,0,2,0,3,1,3,0
PE13,0,0,3,3,1,4,5,0,1,1,0,23,0,1,1,1,0,3,1,1,0
PE14,3,1,0,1,0,2,3,0,0,1,0,17,0,0,0,0,0,0,0,2,0
PE15,2,0,0,2,0,4,3,3,1,3,1,37,0,0,0,0,0,4,1,4,0
PE16,2,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,2,0
PE19,8,3,6,8,0,6,5,3,3,2,2,45,0,0,0,0,0,4,2,4,0
PE2,7,3,3,7,0,10,10,7,1,1,2,54,0,1,2,0,0,4,1,7,0
PE20,0,1,0,1,0,1,1,3,1,0,2,15,0,0,0,0,0,0,1,2,0
PE21,4,1,3,6,0,5,8,10,0,0,6,55,0,0,0,0,0,3,2,7,0
PE22,0,1,0,1,0,0,1,0,0,0,1,13,0,0,0,0,0,1,1,2,0
PE23,0,0,0,1,0,1,1,0,0,0,1,4,0,0,0,0,0,0,0,1,0
PE24,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0
PE25,1,1,0,1,0,4,3,4,1,0,0,29,0,0,1,0,0,1,2,3,0
PE26,0,2,2,1,0,1,3,0,1,0,0,7,1,0,0,0,0,2,0,1,0
PE27,3,0,1,3,0,0,0,2,0,0,1,17,0,0,0,0,0,4,1,2,0
PE28,4,1,3,7,0,6,8,5,2,4,2,65,0,0,1,0,0,9,3,6,0
PE29,10,3,5,2,0,2,6,6,0,0,3,45,0,2,0,0,0,3,0,4,0
PE3,3,0,7,4,0,4,2,7,0,0,1,24,0,0,1,1,0,2,0,2,1
PE30,8,3,4,4,0,7,10,6,1,12,0,46,0,0,0,1,0,6,1,8,0
PE31,1,1,1,3,0,3,0,1,0,2,2,17,0,0,0,0,0,1,0,1,0
PE32,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,1,0
PE33,1,2,2,3,0,3,2,1,0,3,3,24,0,0,0,0,0,4,1,1,0
PE34,2,0,1,0,0,1,2,2,0,2,0,13,0,0,0,0,0,1,0,2,0
PE35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PE36,1,0,0,0,0,0,2,1,0,2,0,7,1,0,0,0,0,2,1,0,0
PE37,2,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0
PE38,0,0,0,2,0,1,3,2,0,3,0,8,0,0,0,0,0,1,0,0,0
PE4,6,1,3,8,0,7,10,10,4,0,4,65,0,0,0,0,0,7,2,8,0
PE5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
PE6,4,0,7,7,1,5,5,2,1,1,5,32,0,0,1,1,0,8,3,2,1
PE7,6,3,5,8,1,6,5,4,4,0,4,50,0,1,0,0,0,4,1,7,0
PE8,1,1,1,1,0,2,2,1,0,1,1,14,0,0,0,1,0,1,1,1,0
PE9,2,1,3,2,1,3,1,4,0,2,0,23,0,0,0,1,0,1,1,4,0
PH1,2,1,2,6,1,2,3,5,0,0,0,41,0,4,0,0,0,7,0,2,0
PH10,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0
PH11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH12,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PH13,0,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
PH14,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0
PH15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PH16,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0
PH17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH2,4,0,1,0,0,2,4,2,0,0,1,30,0,1,0,0,0,3,0,2,0
PH20,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
PH21,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0
PH22,0,0,1,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0
PH23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH24,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH26,0,0,1,0,0,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PH3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH33,5,1,2,3,0,0,1,0,1,0,0,28,0,0,0,0,0,4,2,3,0
PH34,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
PH35,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
PH36,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PH37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH49,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PH50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PH6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PH7,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,2,0,1,0
PH8,1,0,0,1,0,1,3,0,0,0,1,16,0,0,0,0,0,0,0,0,0
PH9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL1,1,0,1,4,0,8,5,2,0,0,1,38,0,0,0,0,0,1,1,2,0
PL10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
PL11,0,1,0,0,0,0,1,2,1,1,0,9,0,0,0,0,0,2,0,0,0
PL12,5,0,0,5,0,5,8,1,1,0,0,15,0,0,0,0,0,3,0,2,0
PL13,0,0,0,3,0,0,0,0,0,0,1,11,0,1,0,0,0,0,1,0,0
PL14,2,1,0,5,0,4,4,0,2,0,0,35,0,0,0,1,0,2,0,0,0
PL15,0,0,0,2,0,3,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0
PL16,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0
PL17,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
PL18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL19,0,0,1,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0,1,0
PL2,1,1,1,5,1,4,3,0,1,0,2,34,1,0,0,0,0,3,2,4,0
PL20,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
PL21,1,0,0,1,0,2,0,0,0,0,1,9,0,0,0,0,0,0,1,1,0
PL22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL23,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
PL24,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
PL25,2,0,1,3,0,3,2,2,0,0,1,29,0,0,0,0,0,4,1,2,0
PL26,1,0,1,3,0,0,1,0,0,1,3,15,0,1,0,0,0,0,2,0,0
PL27,1,0,0,1,0,1,1,0,0,0,1,12,0,0,0,0,0,2,1,0,0
PL28,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
PL29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL3,8,3,2,10,0,7,11,8,3,0,8,94,1,2,2,1,0,3,3,7,1
PL30,0,0,0,0,0,1,0,0,0,0,1,10,0,0,0,0,0,0,1,2,0
PL31,2,1,0,2,0,0,4,1,0,0,0,15,1,1,0,0,0,1,0,3,0
PL32,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0
PL33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PL35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL4,3,4,5,7,1,11,5,6,1,1,2,82,0,2,0,0,1,5,2,6,0
PL5,1,1,2,6,0,10,3,3,3,0,1,34,0,0,2,0,0,3,5,3,0
PL6,2,4,6,6,0,6,4,6,3,0,2,47,0,0,1,0,1,2,2,4,1
PL7,1,2,3,3,0,8,2,6,2,0,2,39,1,0,0,0,0,3,2,2,0
PL8,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
PL9,1,0,2,1,0,5,1,5,0,0,3,17,0,1,0,0,0,0,1,1,1
PO1,7,2,6,8,0,4,3,9,1,2,4,67,0,5,0,3,0,4,3,10,0
PO10,1,1,0,1,0,1,1,0,2,0,0,12,1,0,0,0,0,0,0,0,0
PO11,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
PO12,3,1,2,5,1,5,6,1,1,0,0,34,2,1,0,0,0,4,3,5,0
PO13,3,1,4,6,0,4,6,5,0,2,4,28,0,1,1,1,0,2,1,4,0
PO14,1,1,1,4,1,0,4,2,0,2,5,32,0,3,0,1,0,4,1,1,0
PO15,1,0,0,4,1,3,4,1,0,1,3,29,0,5,0,0,0,1,2,1,0
PO16,3,0,1,2,0,2,0,2,0,1,1,22,1,0,0,1,0,1,0,2,0
PO17,0,0,0,1,0,1,0,0,1,0,1,5,0,0,0,0,1,0,0,0,0
PO18,1,0,1,2,0,1,1,1,0,0,2,16,0,0,0,0,0,0,0,0,0
PO19,3,0,5,1,0,4,5,2,0,0,1,45,0,2,1,1,0,3,3,2,0
PO2,8,1,6,7,0,3,10,3,3,1,2,84,1,1,0,0,1,2,4,11,1
PO20,1,1,2,3,0,1,0,2,1,0,3,18,0,0,0,0,0,2,0,2,0
PO21,5,2,3,5,1,5,3,0,0,0,3,30,0,1,0,0,0,3,3,6,0
PO22,1,2,4,1,1,3,0,3,1,0,1,25,0,3,0,0,0,8,3,4,0
PO3,5,0,2,4,0,0,4,3,2,0,1,16,0,0,1,2,0,2,3,4,0
PO30,1,0,2,5,0,4,7,6,1,0,5,47,0,9,1,1,0,2,3,6,1
PO31,2,0,1,1,0,0,0,1,0,0,1,17,0,4,0,0,0,1,0,2,0
PO32,0,0,1,1,0,1,1,0,0,0,1,3,0,0,0,0,0,0,1,0,0
PO33,1,0,2,2,1,1,2,6,0,1,2,23,0,3,1,0,0,0,1,2,0
PO34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PO35,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0
PO36,1,0,1,1,0,4,2,1,0,1,3,17,0,0,0,0,0,0,0,0,0
PO37,3,0,1,1,0,1,1,1,0,0,1,17,0,1,0,0,0,1,1,0,0
PO38,1,0,0,0,0,1,0,0,0,0,1,7,0,0,0,0,0,2,1,0,0
PO39,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
PO4,4,2,2,6,1,4,10,5,0,0,1,40,0,1,0,2,1,7,5,10,1
PO40,0,0,0,0,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0
PO41,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PO5,2,5,4,4,0,4,2,4,2,0,5,62,1,1,1,1,0,7,2,1,1
PO6,1,0,0,4,0,3,4,4,2,0,2,29,0,3,0,0,0,1,1,4,0
PO7,2,1,2,2,1,5,7,2,0,0,2,28,0,2,0,1,0,1,3,3,0
PO8,2,1,3,2,0,4,4,3,1,1,0,12,0,2,0,1,0,1,4,2,0
PO9,3,1,1,3,0,4,6,3,1,0,5,43,0,1,0,0,0,3,3,7,0
PR1,7,2,4,11,7,29,27,20,5,4,2,135,0,0,2,3,2,6,7,14,5
PR2,5,4,9,28,16,22,13,15,7,2,4,91,0,3,1,0,1,5,7,10,1
PR25,2,1,1,8,3,5,3,3,0,1,1,23,0,1,0,0,0,3,0,5,1
PR26,2,0,0,1,0,6,1,1,1,1,0,15,0,0,0,0,0,1,0,0,1
PR3,6,1,7,20,5,15,17,18,3,3,4,112,1,1,1,1,1,6,5,15,2
PR4,5,0,7,11,2,15,14,13,0,0,1,70,0,1,0,0,0,1,3,3,1
PR5,2,3,3,11,4,6,7,9,4,0,4,54,0,0,2,1,0,2,3,3,0
PR6,0,0,2,9,0,3,4,4,0,0,5,40,0,0,0,0,0,1,1,0,1
PR7,3,3,8,17,4,14,12,12,2,1,2,70,0,1,2,0,0,7,2,2,6
PR8,1,3,1,19,0,19,6,5,1,0,0,45,0,0,0,0,0,0,1,4,1
PR9,1,1,0,17,0,6,5,5,0,2,1,28,0,1,1,0,0,1,3,3,0
RG1,20,2,13,12,0,10,15,16,1,2,3,134,12,2,2,3,0,16,12,14,1
RG10,0,1,1,2,0,0,1,0,0,0,1,15,3,0,1,0,0,0,0,1,0
RG12,7,2,9,5,0,9,8,5,0,1,6,75,8,3,1,1,0,10,5,16,1
RG14,3,3,3,4,0,7,10,6,4,1,2,29,8,3,0,1,0,4,6,8,0
RG17,0,0,1,3,0,5,3,5,1,1,0,10,2,1,0,0,0,2,1,2,0
RG18,5,1,4,9,0,7,2,9,0,1,4,34,1,1,1,0,0,7,5,5,0
RG19,4,0,2,3,0,3,1,4,1,0,1,11,1,0,0,0,0,1,0,2,0
RG2,17,3,4,8,0,7,5,12,4,6,4,35,24,2,4,1,0,16,3,7,0
RG20,3,0,1,4,0,1,2,1,2,0,1,16,3,0,1,0,0,2,3,1,0
RG21,1,1,4,7,0,4,5,4,0,1,6,34,1,4,1,0,0,4,1,4,2
RG22,5,0,6,5,2,5,7,2,2,0,4,42,4,3,0,0,0,6,2,5,0
RG23,1,0,1,2,0,2,2,1,0,0,0,17,1,0,1,0,0,3,2,2,0
RG24,5,0,5,5,2,2,5,5,1,1,1,31,3,2,0,0,0,4,0,1,0
RG25,2,1,1,2,1,0,3,3,1,0,0,23,0,0,0,0,0,4,0,2,0
RG26,2,2,3,2,0,4,2,1,1,1,2,26,4,0,0,0,0,3,4,4,0
RG27,1,0,4,5,1,2,4,4,0,1,0,31,1,0,1,0,0,1,2,3,0
RG28,0,0,2,0,0,0,0,3,0,0,0,2,0,1,0,0,0,2,0,0,0
RG29,0,0,0,1,0,2,1,1,0,0,0,4,0,0,0,0,1,0,1,2,0
RG30,5,1,4,12,0,6,6,4,0,1,4,34,12,0,0,0,0,3,1,6,0
RG31,5,0,3,4,0,4,3,2,0,1,0,26,8,0,1,0,0,9,1,3,0
RG4,4,2,2,2,0,3,1,5,4,1,0,27,8,1,0,1,0,3,3,1,0
RG40,3,0,3,7,0,3,1,1,1,0,4,26,4,2,1,0,0,3,1,3,1
RG41,3,1,2,2,0,4,2,4,0,0,2,30,4,0,1,0,0,3,3,5,0
RG42,1,0,5,1,0,3,3,3,0,1,0,22,1,0,0,0,1,2,0,0,0
RG45,1,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,0,1,1,0
RG5,2,0,3,4,1,1,2,2,0,1,3,27,4,2,0,0,1,3,0,0,0
RG6,4,3,5,1,1,2,4,7,2,0,7,37,11,2,0,0,0,1,1,4,1
RG7,1,1,2,3,1,1,3,2,0,0,4,29,9,1,0,0,1,3,2,3,0
RG8,4,0,0,1,1,1,0,1,0,0,1,13,0,0,0,0,0,0,0,0,0
RG9,1,0,1,1,0,3,3,0,1,0,0,21,3,1,0,0,0,3,0,1,0
RH1,3,0,10,4,0,1,5,6,2,2,1,49,1,0,2,0,1,8,1,4,0
RH10,10,3,18,13,2,10,10,11,1,3,7,108,2,1,1,1,0,9,3,11,0
RH11,7,0,4,2,0,9,6,5,0,0,8,42,0,1,0,0,2,5,1,6,0
RH12,1,0,3,3,0,3,4,0,1,1,3,41,0,0,0,0,1,2,0,1,0
RH13,2,1,5,4,1,2,4,4,3,0,7,41,0,2,1,1,1,4,1,5,0
RH14,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0
RH15,4,2,5,4,0,4,5,3,1,1,1,24,0,1,0,0,2,4,2,4,0
RH16,0,0,7,1,0,1,4,4,2,0,1,27,0,0,0,0,0,4,1,0,0
RH17,1,0,2,0,0,2,3,4,1,1,2,23,0,0,1,0,1,2,1,4,0
RH18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RH19,2,0,3,3,0,0,1,0,1,0,0,24,0,1,0,0,0,3,1,3,0
RH2,4,2,2,10,0,6,8,3,0,0,3,35,0,0,2,1,1,7,0,6,0
RH20,2,0,2,4,0,0,3,3,0,0,3,35,0,0,1,0,0,3,2,3,0
RH3,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
RH4,7,0,3,3,1,1,1,3,1,1,3,24,0,0,0,0,0,4,0,6,0
RH5,0,0,1,2,1,2,0,0,0,0,0,15,0,0,0,0,0,2,0,2,0
RH6,5,1,7,2,2,7,6,4,0,2,0,57,0,1,0,0,0,3,1,6,0
RH7,0,0,1,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,1,1,0
RH8,1,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,1,1,1,0
RH9,0,0,1,0,0,0,3,2,0,0,0,13,0,0,0,1,0,1,0,0,0
RM1,3,2,6,5,0,2,8,2,0,2,1,38,0,0,0,1,0,5,5,21,0
RM10,7,1,2,5,1,1,6,11,1,0,3,42,0,1,1,0,0,10,3,20,1
RM11,2,2,0,4,0,2,7,1,0,0,2,33,0,0,0,0,0,3,1,21,0
RM12,6,1,0,6,0,1,9,4,0,0,1,36,0,1,1,0,0,12,3,38,0
RM13,4,2,3,3,0,1,5,3,0,0,1,33,0,0,0,0,0,2,2,13,0
RM14,7,3,4,8,0,4,9,3,0,2,4,51,0,0,1,0,0,7,2,26,0
RM15,5,1,3,2,0,1,1,1,0,0,0,31,0,0,0,0,1,9,2,11,0
RM16,9,4,6,6,1,0,15,1,0,0,2,74,0,1,0,1,1,16,2,28,0
RM17,6,0,2,3,0,3,5,3,0,0,1,26,0,1,0,0,0,6,1,8,0
RM18,5,0,2,2,0,2,2,3,2,1,1,25,0,1,0,0,0,2,1,11,0
RM19,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,2,0
RM2,1,1,1,0,0,0,0,0,0,1,0,13,0,0,0,0,0,4,0,13,1
RM20,4,0,1,1,0,1,1,3,0,0,2,29,0,0,0,0,0,3,0,4,0
RM3,8,1,2,7,0,0,4,4,0,0,2,40,1,1,0,0,0,11,0,22,0
RM4,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,2,0
RM5,4,1,2,1,0,2,0,1,0,0,0,19,0,1,0,0,0,6,0,4,0
RM6,4,1,0,4,0,3,4,0,0,0,0,30,1,0,0,0,0,7,2,9,0
RM7,3,1,2,1,0,1,3,1,1,0,5,34,0,0,0,0,0,7,1,18,0
RM8,4,0,1,3,0,2,5,3,0,0,0,31,0,0,0,0,0,5,1,10,0
RM9,3,1,3,2,0,4,7,2,0,0,2,37,0,0,0,0,0,8,0,21,0
S1,5,2,5,3,0,4,4,4,2,1,1,97,1,0,0,1,1,1,4,4,0
S10,6,3,5,7,0,7,9,9,1,2,2,92,2,0,0,1,0,3,2,4,0
